g6,n,lam1,mu,gap1,lam2,hc,gap2,pi,diam,k,delta_k,gap3
EV~W,6,4.11902667552592,3,-3.8829586980261306,0.6180339887498945,2.91031746031746,-2.2922834715675657,1.0,2,1,6.101160353032533,-7.101160353032533
GljLJc,8,4.086213656545739,4,-4.440462345481149,1.4142135623730963,3.9047619047619047,-2.4905483423888084,1.2857142857142858,2,1,10.050456802414395,-11.336171088128681
H_~|ny^,9,6.011594356557253,4,-6.183167231811064,1.0581995357271778,4.346597846597847,-3.288398310870669,1.0,2,1,10.382618058765997,-11.382618058765997
ICQZ?CiSO,10,2.90965582497681,5,-3.9096558249768094,2.137973322286665,4.838095238095238,-2.7001219158085727,1.7777777777777777,4,2,7.117375642077238e-15,-1.7777777777777848
JSO?qOwp]q?,11,4.093461815838285,5,-4.931184155669905,1.8162263411558377,5.0134920634920634,-3.1972657223362257,1.6,4,2,0.6353453926207104,-2.2353453926207107
KWoRDoH_UGcj,12,4.515511656407977,6,-6.198886866052577,1.9263058583950898,5.543795093795094,-3.617489235400004,1.3636363636363635,3,2,0.9712458490987382,-2.334882212735102
Lm@?HGAQIOCcmu,13,4.261035207462498,6,-5.796933592324744,2.0600218678630187,6.024242424242424,-3.9642205563794057,1.3333333333333333,3,2,0.8122457244807874,-2.1455790578141207
MovQV[LOhknVzHt\?,14,7.397412300989833,7,-9.791861025525844,2.313040314536489,6.8483777230681255,-4.535337408531637,1.2307692307692308,2,1,18.956016479019205,-20.186785709788435
NXmdCn?^br_Est~Gs`w,15,7.449882420660359,7,-9.708225033886418,2.0318755200966305,7.216230372654521,-5.18435485255789,1.2857142857142858,2,1,21.077141492618964,-22.36285577833325
OjbVJ[lrWvgOJ\c_n?Tb|,16,8.040133276460008,8,-11.167149930252592,2.53781821757416,7.726456214923707,-5.188637997349547,1.3333333333333333,2,1,22.50982676450886,-23.84316009784219
PzTwLKPOpWbOGPprJEbOnJUc,17,7.500523591545088,8,-10.500523591545088,2.913357418303666,8.125924728865906,-5.21256731056224,1.4375,3,2,1.708678901587849,-3.1461789015878487
Q?@?BGNAWHAXSCG`da@CAoGCHj_,18,5.297202527288363,9,-9.174096901670701,2.749937128181851,8.41117771117771,-5.66124058299586,1.588235294117647,4,2,1.5309896423298541,-3.119224936447501
R[z^q~cLz]ys~Dbmz?VjKl}DvEevho,19,11.19872184768975,9,-14.956081160570466,2.9213735420774527,9.352501370119489,-6.431127828042037,1.2222222222222223,2,1,25.173008525007518,-26.39523074722974
SaFdPaUJ^m@XhJtZKB^wQGUE?vIJ`EMh?,20,8.922184056732814,10,-13.56328511319214,2.732017851092263,9.750016191687346,-7.017998340595083,1.3157894736842106,2,1,29.61237391889335,-30.92816339257756
TU@xE]IXZwn}mRSMgzC_YpiFdvuYnp\B\voh,21,10.956229733201248,10,-15.484093778201668,3.368866122153693,10.359875887263152,-6.991009765109459,1.3,2,1,29.42831601184023,-30.72831601184023
UECK?hW?EDL@ha?@l@?\Hci{OeABEEM_MQ?PPPgO,22,7.251540466208493,11,-12.668964771252654,3.148156119861481,10.164928329324614,-7.016772209463133,1.5714285714285714,4,2,1.9903661078810626,-3.5617946793096342
VgcYmkOiEm?xA?_i_FgAKMI`FKo@Hg_RaOo?Bp@aq|O?,23,8.469651850253527,11,-13.779236090430096,4.0185511396349085,11.026713238676491,-7.0081620990415825,1.4090909090909092,3,2,1.4102420265870377,-2.819332935677947
WdxuwUE~mlfcvlcOn`Rc~QGyqotpeUNavuzoGgDdppdyTnO,24,12.938645881577164,12,-19.142814358264445,3.576627543582985,11.553130858125028,-7.976503314542043,1.3043478260869565,2,1,34.09186602646457,-35.396213852551526
XGRA_?WHG?SASC?rcaCcEoQ@oChCO?SUY?E?_O_O\O?E@CA_l\C,25,6.699233154574928,12,-12.80025366900857,3.4046739148535607,11.970737269266682,-8.56606335441312,1.5833333333333333,3,2,1.9272978868350974,-3.5106312201684307
Y?__JD?cYE@???oO??kA?GO?EI_CaqOG?AQA??OG?BCpc??c?@??I_j?,26,5.384090961561853,13,-12.384090961561853,2.8688303845121466,12.205666555666555,-9.33683617115441,1.84,4,2,2.12057959023217,-3.96057959023217
Zn]ZL_CcbpXqXXloF@fJwof@|BdWG_@BGJ[oFImDyPyyb_hWrGzBkft}YmMo,27,12.72122185155127,13,-19.622202337958484,3.980409853761195,13.1698261211448,-9.189416267383605,1.3846153846153846,2,1,39.93264968726258,-41.31726507187797
\x[hO`XnVLruk?zhA|NXeinUdvsucZfnKmApFcNbCzoy`o`OwVAD}|xvOo`_sPCO\P}c{,29,14.555694557318901,14,-22.26419193518972,4.222582346489937,14.179280593737229,-9.956698247247292,1.3571428571428572,2,1,42.10253138054368,-43.459674237686535
]dI?Oso?CUCICGe@w`dSSwhA?U@oj?C?@o??YOC@OTQ?DaS???Gh?OOH?Ra?CO?_Cog???C_?O,30,7.5993764415049405,15,-16.214211634370436,3.6575036965888796,13.838358313513112,-10.180854616924233,1.6206896551724137,4,2,1.8425313389631603,-3.463220994135574
_gcUhQWpdGhFAGJ[SDfoicZGqdQEYtB@tbxqWwAcHF?shF[OqXEbLePtZaHOgPsvmWeD\yPqCLP\vtgOeDP?,32,13.856902451153722,16,-23.2891380883237,4.5083855893462115,15.63703430053866,-11.128648711192449,1.3870967741935485,3,2,3.1771869557301593,-4.564283729923708
`C@OaA?EBgoPTPGk?Q@RAak?PDAOAoWBFGP__GG@CB?@w?pe??{AFbSCDKwQ`G@S@KXaDCO@GSHg{?cC`HOcH?g[O,33,9.172871789410923,16,-18.516017539918543,3.9615481318523713,16.183296235554277,-12.221748103701906,1.625,3,2,2.9753898788095143,-4.600389878809514
a?mjf\}JzMU~FYT~yrrfcFeX_wjWng~wi]jzPkAt@]XLH\UvnWjivZPm~woyzbM@Njw?mfEj}pnosii[xL|rZl{q~P@jifO,34,19.370582306961992,17,-29.626019660423964,4.602728851793538,16.717370158474655,-12.114641306681117,1.2727272727272727,2,1,47.39285382389589,-48.665581096623164
b?BAI??@??_@@O?CW_QQa@K_AcG?CB?_O??`GG?DQC?JAg?B?T?O?qH?M@__?@Oa?_SPAwK??IR_OAO??@CGGl?c??Z?AO@MgQCG_,35,7.560261865891436,17,-17.729309971046135,3.9104914384322162,16.278518651970664,-12.368027213538447,1.7058823529411764,4,2,3.0669197526169305,-4.772802105558107
cggCA?eg?????HS__??S?A?O_?Gs@_O?nC_?G@OG_as@O??O?GNA`M?i??W`?_jgO?AOE?CHC?GH?B?[DH`CS@?Q_@?BAC?boS?P_?OO@C,36,7.4375906129205855,18,-18.521510829820972,3.9641780396389144,16.923832411138914,-12.9596543715,1.8,4,2,2.6240707395595297,-4.42407073955953
dlQddrwznDqgflCNuSC{mXO{\ip{nZvZ@Vcqurjl|w[N[^TV{`uNQYn|ETv~K_]Ws\BwQnHHJehMki]WlLhRDZnNtUN^jkMcCji}npiY^JpFNsyb,37,20.391835643078963,18,-31.391835643078963,5.103150666735613,18.35776722759952,-13.254616560863909,1.25,2,1,52.00437211184214,-53.25437211184214
e?X?FgGOXgu@DDCWB@GO`ZW_??Qo_?OaO?Ao?IQc?_??X?A?Bc@E?DJA`GAK@G?E??D?IKCCX?h?GCDW?COO?B??G?A`OM??Gk??HK?gPKpBCA_HAaCVs?_,38,8.924256348122206,19,-20.841493817823988,4.366352366806728,18.030375260834944,-13.664022894028216,1.6486486486486487,3,2,2.8184367409092412,-4.46708538955789
fq?[?PB@@?gCQCOC??UOiGXOOcW?_?R_AOU__?COO[??CGHI?BDP[C?RMSA{SPcH?A?Ve@G?K`GC?O_T?GMH\OT`Z??pZgG??OIejQ_eBA__A?CCOO?A?_?_p`G_?,39,10.217679344010884,19,-22.053265341041907,4.345530093266695,18.193746568804677,-13.848216475537981,1.5789473684210527,3,2,3.2009790629082104,-4.7799264313292635
g`_?AUW@kl[dHhKC_}c@?I?R?BBDSQaQQYObCc`uoS|Gc_LSw?eWOjGcXAdbTHg_gNoPPaGPOOp`tRxQPhp?Rrc_yUf?uUHkQ@GAG?r`e@MSs?B@ilOcaGof{E_@GB?fOnD,40,14.26048466413214,20,-27.01548666573374,5.346296586206358,19.670398978840325,-14.324102392633968,1.5128205128205128,3,2,3.813350477645456,-5.326170990465968
hWaKO@_cuP|q__?XPA?NT|?PPkicSAYHkO_?OoAK_OQBDl?{QGIMpP^FVvGPWgocCPKJnHOaduA@Q`A@UoKQ`_lBLBCaC?U{hYg_pR_OoCyacTIADEEcCsRKsK?@SYURCoE?KBb@ik,41,14.686466767465522,20,-27.361911447128758,5.002650756076789,19.941148514720776,-14.938497758643987,1.5,3,2,4.1682323126252445,-5.6682323126252445
i[?OVF^BqCOHKfaBWd`\WHAUGpaiS@]ALOIZuI@Cx?OM?t^[|WAcyDBEUKSOgECqQmmg`baohHnB?iB`abIdBTdIcg`WEEA~a@ppWQBr?haG}gLgKC?sob\Br?pIeGCMo?}@UoGsaqUlHvKO?,42,16.17966536741881,21,-29.776541129985958,5.388112390548575,20.81451332143764,-15.426400930889066,1.4634146341463414,2,1,66.159091055922,-67.62250569006835
j@eAgG[oysB@ZC~OODC@f?UTY@PFLOiNNhAZHHJW_YDLXW_?PPk@Sok`SHCAokQL]pIuYWd@?Bf`uOgDqbMaErMtGBoHNCMwQdHYwJw}EgqMTEQ?HrCctupAhSO\Yhq@Q?CxsLRRUMXCLbBPJh`Jukco,43,17.34929205286592,21,-30.86855135445806,4.892575109132801,21.089830238492954,-16.19725512936015,1.4285714285714286,2,1,67.25500259513638,-68.6835740237078
kaE???Co?DIC???Y?GP?QOL_IG??a??_?OSSOK???g?h@?D?@@@CA??_OGAB@CB???Dp_??CH?A?GQCGARpo@AJkG???Ws?I??@S?OoC?HO?cXCA_a?CBOJ_G_QTRAEC?G??D?P?O@?@CEqSA_?A@_O?A??BPKW,44,8.90042059547083,22,-23.34298207116883,4.410380000829127,20.75078341947907,-16.34040341864994,1.744186046511628,4,2,3.291560172681984,-5.035746219193612
lM}rxts}KHcvVtuPiYzdlsnS|eeWwuMyf~Zlt}e~L}hUu]UZtN}KU_kLjqn^s{{Bc@K`WAbYiu~{XQ|~M}u?ne~nNASzyLsnYTl|c\vRAIinl^nl}Ki@HthnS[@nuNM]zQCtVkAtK}f~^nJRf^|xLpfXmPkVFmhVne`\ad,45,26.174686064782463,22,-40.54143648407167,5.050577649363912,22.269803696371937,-17.219226047008025,1.2272727272727273,2,1,62.51464315629504,-63.74191588356776
mAqGOXPEYIJl_QJHUh??@KpyZlnOTFPMMpLPECHZ_SO{hePhgpIlUAHPEAOGSQ?kODc?NorGFtbA@@TkHD\AeipJWwBG@sXgCUTxNoRUcQgEczpSO@m`?CZ`BhSJHcIOlCkso}U_WiO?vba?FNOsBgiiAHBtOD`j?ljaEWUAO?Dpq_,46,17.842628131830743,23,-33.13442419933138,5.5199937403153285,22.602075503463542,-17.082081763148214,1.488888888888889,3,2,3.9145048990805926,-5.403393787969481
nDn`_^XlyJIG?eL_MYFibJ^O@HvOlYA\iXy[b~Wz|}^ws`?IDgW{[DUNlu_qAUPvHJoak\rOXunulpgwpoa^nBYEglNxtV^wKrkzTPQ^ySGjBCKOVlp{RrX`YvExZ?L~GOS}Qx\h}T_RuodS\zOGXz`pn`MAX?GQACeLXrHaI}AVzKZN_zeY_?,47,22.996548633157097,23,-38.21421865003183,5.648672012968666,23.230298809193155,-17.58162679622449,1.3478260869565217,2,1,69.69158012081758,-71.03940620777409
oX?wO?FwW?GMpAjHDT_???sxi?Pv@uUc[@XKCOOiyAF_AL_aW@EzlyCA[?cuUCC?AILrJgfpGWBIHLdg@XPiGgk?CjFAEaSP?CEAORg?GE?bPB_IE}_?gOI?kO[A`cNGOaCICGBKgd}Cig_AOY_BUDO_P_CHA}oK{@?W@AC_aCHJPKZHGD@?QBFBg`qHH,48,15.852916563101548,24,-31.9972619627005,5.623072044779855,23.390848402290846,-17.76777635751099,1.4893617021276595,3,2,4.099341565077491,-5.588703267205151
pDA??`AO`Os@CSAG_?G`?`S@?BGA`?KGkU???S?cOQ?CC???A?@CCA?@w@`GA?G_OEBkmGS?c?KWap[A?R_?hDLB_CG?Q?OC__CP?g?@NSC`GpW[kgGU??cK`F?@?_GGOG_CQ?@qA_?d??I@Kj???L@aAs?g?Ge?g[@OEAO?aHaB?OgsIAG?IS?GQ?_@?YAUaWK?U,49,11.41920946651154,24,-27.491006236236032,5.370615855651899,23.511416847323893,-18.140800991671995,1.6666666666666667,3,2,3.1440272926874324,-4.810693959354099
q???_?@E??s?A?G?O????G?A_??_??G?C????JG?K?g???T@@AK??CG?A?????A?????GA?W?@G?@?C???CC??G?GG?@????oGO@???I??g?@?w??C??I???BC?C_C??G@_C????C?O??C??_?C?????_?G??@???G?CCG???????????@?????@?OOC????@??OKOB???_?b?,50,5.194819136002891,25,-22.19481913600289,3.635186044336844,22.39266844266844,-18.757482398331597,2.3877551020408165,6,4,2.495645913325588,-4.883401015366404
r????C???GD?P?O?O????CEACa?AH?OOTSG?AAG?@?E_?A????GG???OC?Q?G??PO@G?G@aG_?@OSC??CG_EO????_O????@c_?c[???g_?O?EG??@AG??O?CGOK@?@O??__gC?CK???@??GOHPA?????_??gGGC@W@?????HOS??_c@??O????H?????A?_???G?_?KI?G?BC__cK`???,51,6.716394918891375,25,-23.6453271070259,4.23473698207982,23.98964474637849,-19.75490776429867,2.0,4,2,3.710775616526716,-5.710775616526716
sXOG?aEc?rnc?PO?OogG@EZ?ko@y@kbgCG??XB?hpPP\@RQaTG_GOG?Ca@PsPG?A?cIGFOED`?Q?GC?@qu?OOJxJIaXDkIAOT_?@sCQC_GKo?_MGo?o_ioAGSIQ_HoGK@pAUC?gSRPGa?A}HG@A_SnGNHEC_J?@PKWC???@?WSgAYEAJLGQoA@EmgcEoCIK`d?C?ocCBgSOHO@G?{GOACPgIQWS?_C,52,14.74327855774738,26,-32.60185012920453,5.462400874059255,25.25946817154906,-19.797067297489804,1.5294117647058822,3,2,4.393807177521545,-5.923218942227427
tKSLmaFgD?OAz~E~~~r~uRCsNTJ}t[ZlOwY|NRzbJft^hWSIf\D`jnb~pzrNZElS{dfI{\lTqb_}_KgvA]YBxpnpA\}vCnQY~neTxZyfAkDo~hTHVGFunR_[HnvKTfTim?{whEy}Wh\nYxBM|NkUFr^TsRiPtGL]~[ch^lbOvNf]QZUIjhrF`SzMRLmJA[]pvlr|^}O`VHIFDUe]dxs}iOv~g[oX{AV\c]yyV][,53,29.210059215254873,26,-46.9989566643269,5.972237826907291,26.28150201686793,-20.309264189960636,1.2307692307692308,2,1,75.42198144029345,-76.65275067106268
uHsoDpHiAo\errYr?fTdsxHXJjNlgiHoRJy~_h{vjeNsKBc|hhqviwrdx`EXS\tsxqWu~JNtTdSIL[sic^sBhVe@`G^AurguB_jXjlazyO_}CKfV~\EIXFBgQgHfJAhyLNBvYLeDSOjU?`GHrbG^KzEwLL_~BPvCN{zW?zk}UYQrYLu\s?puMYQLfxFZg|hYVRhxlsX]SY`JMLn\lW{tgEm[noBkGPBX`}SPw^g@PV]}knVw,54,27.212601531168993,27,-45.932491641888475,6.182555413147003,26.778244502070443,-20.59568908892344,1.3584905660377358,2,1,79.32382252307949,-80.68231308911722
vROBm@ALERICErT]DNH_?FeZ}d^FcecAlUKcOXA@oBC_jAz\SyABkaGhQkhDRt@`{HCU\{MCKgO@XKWgDO]FQa[EHGJ_MOV?NGt`IARXKOZFDRChurUc?SKkId_\S`fQroCAiCIrTJ@]IL?sSP@YGaSg@i?KOHCXk`?oBEY`?OHwgK_qlD?HJQCWWA`@FOO?S~@F?Se{uP?GQeM@ga`In|e`@WDBo~GaFqtoI?dHAhCeC?E_Skq@KVA\o,55,20.771823024417237,27,-39.4233537960677,6.4192659972730155,27.128281315727257,-20.70901531845424,1.4814814814814814,3,2,4.96642842644323,-6.447909907924711
wjVddCJDlzNorckqNFmZLVYP~RG^}nukUZs~TUZi^MuGINF^|RU\RSWVymf~qVV?Jro~~QpHfvFpAOrTI[JBYclU?X]kIXRG|MPP\{PnPuJOdya~vSZb_gXdqI_EXou?\rRW}\~fKJ^[[HUMt^r^wlapDx\k~hv\FBrTk~\JpZ\V}nXVqRxfDwfFONknvIU\GNxnQWbz`r\xV{mV{yeA@?inFEcLd|E?pt]CYsB[eTPKGkmmvtDqWnNCdSursELF_c,56,29.939311109941556,28,-49.52311262284589,6.788588536513499,27.785654624997925,-20.997066088484424,1.3272727272727274,2,1,80.61583694348988,-81.94310967076261
x@G`u_?P@A_cCmL?lPEEHuGFdCP@_K@CC?AQo_K`BAiA\c??GPcG`H_IUsCKIFcl@oO?U??@??OoIBX?jgVHaE_`W?Qk_?a?AHAkR@YAG?gGng??_J_fG_KO?hIBIOKU@@?a?CG\I?hB?Pt_??KQCCOoG?gGB?UK`tpHCCY?J?c??OABP_?AYAPJQA?CBE??_JYAa?eb??e?QiOT`aUCoEEGAGwwoajS?C[S?O_AO?g?A@OA_TO?Y?aD?C?PaCGo?ccW?APCGC},57,15.46158466326057,28,-34.978269889712685,5.68943627754229,27.833977521973505,-22.144541244431217,1.5714285714285714,3,2,4.7195945200615865,-6.291023091490158
y?C??w?Q@?@C?GOG?????O??EOQ@_O??C?AGO??C?C?CO?O?@SC????A?OGA@?@??B???_?_@A?AOWECH??`?C?O???@?K_??A?@??CG_????O@K??SPPG?_?O????A?I??k??_??DI????@?O?G_?OA??@???OOCCA_C??@A??`C?F???O?ACI?C?G?G?A?@?D???U??GA_???????O?O`???G??C????@`??O????GC?O?@????_?@_???OG????o??XC?K???_do?A?G??,58,6.399238976364915,29,-26.849404541094163,4.055987984533521,27.42665940870275,-23.37067142416923,2.1052631578947367,5,3,3.6804954167512913,-5.785758574646028
zST_]ql~{^UJjKVx^YvI~tC~~DaRqXvHkivFjg~IE}np`zxYS]v^~jeubDWJXMKEhIOTVJmZm\[{jhnKsfAc~uDgf]OMxWD?VQRZ}lmlKl`frS?{Pqd[BRMZp|~ffjB|lmyezrzTbgb]n\?WRRwnf|eIe@|G[}wPDRJq|_`PzzTA_IHhuaws}tH]sv[}MXcBKlPsJwV@F\H}OVrn]a|ifn\OpLwzw}VSTzouxGV{yiVc}Joxvo{i~rcuSlac~soZ~dmNFx~nH]h~idEK~rgnZyN`JmpW^Z_,59,32.73241989277631,29,-53.116646786912405,6.979053423484774,29.30909630886496,-22.330042885380184,1.3103448275862069,2,1,83.77567468197992,-85.08601950956613
{V}Nrl{tamujNdKBbddUnu`}zkN[bSfbgGcmDBCwOb^~{`|hzijv}lUIaQ}S}l]fmf[QUYTmJB\bE}Zeo{f}Y{jePoyykxj[N?nDU~P~omtbfRvRPvlluTw_mBpYBvfvNMwRh`aUfL{ytjVzYB|lSLjuHqTTv^DBmuZ{}vrtLwb`hHMvYnPhLfdjFx~@|mmzsD|jxstYkqB~IgNa\]tRZS}nFbfIWaztAkQU~lqELk|]]aZxwuzSd|`NmiQ@NY~Q_{kgz\ln@R}fkznrbwZYxvLn]EGMhM]zs[|[YmvZ,60,34.13756542183456,30,-55.45641967396594,6.435910102497791,29.81223269542609,-23.376322592928297,1.2881355932203389,2,1,84.42968146306528,-85.71781705628561
|rzzHMp~]fkjva~{fm^s~vhhynSn@bJ}PQp]pdEnqXZ@in`gupzxdI|mns}uWt~BuxqPz~BK[iv`SJ?LQpOnxrnFz]lb\ULuzG~MUnV]GlY}^lrua|u~hO~bN[HS~y~hnJat\ILn}}fpoe|Yf]wYMy`EQS\szYAckPyN~VY`wk`pv\Vfk~~DMo\]BvUPzCvxitY}RRuU^lw[MgYN^}j|EsXdWV^qt}ipmiowK_byzx}OeMzLpo]dmMtjcb`MnYvjSnzeVd\zWfwFbz|}xU^aldfnYYuez~fC[nLLdYntgvMPnvhkjR,61,35.60809612588404,30,-56.8621294334692,6.104730455639978,30.364850303875635,-24.260119848235657,1.2833333333333334,2,1,84.81215892839265,-86.09549226172598
~??~AOSG???GO?@O@?g_??O?WGG@AO??@????O?O@CMpC????C??A???@_?GGB@?__?q??A??e?C?IS?OG??W@LSC@SHG?G??c??cH?C??C_?GO????C_G?G`?G@AA@?????Aa?g?A_C?o@?_GA??__@@?OD????O?@Ap?B?G_SW@?OOGC?C`_??O?OW????G?OG???@CSH???G?O???_`??OA@??OC?O?C_C???C_?OG??@_`?C@C?HAAKAA?AR`O?`??ASQC__?O????O??AG_???C__g_??P?A`?O??g@??I???GO?W??G??_c@AG?GO??e?c??,63,8.478170674564728,31,-30.60416280055292,4.665511147728042,30.20815036969432,-25.542639221966276,1.8870967741935485,4,2,4.25968278997511,-6.146779564168659
~?@?vnpTmnRBNE{sUlzRHrNf}ZK?hchGTezkLnCJv^~[RNaFPUIsxNH}wvLGfJodUR?k@FWYWi~eXV^o[vw~rqZxxRycUYdwYr}WZv\Cpt^jekAju[uVnRvTXV`lrKTH~WMtvFLlz@Hm_pbkZk|u{VB@`bIGRXzeIbd|I{tIUnwOCIAlp_s^}j}FwciYlr^Y\FnqM[a`r^FmDse|m@qww|}pxMMf\BL_jlySVJ\APMp]NIvQbYR^]ZsWuoJZ}PTWf^\p{p~dQnr]Kg|BfxhtdoN[Uf|iVtv]ER|sKcx\|[{[j^~XB]`{_Tt|?dHUMTCY@RGeA~D\noYFSSIrkrUl,64,34.88811782786648,32,-57.95086389467271,7.449417599167326,31.70462084742438,-24.255203248257054,1.2857142857142858,2,1,91.94184118553324,-93.22755547124753
~?@@rfv|slDhKo]sYJWYyRD_a?uC`hS]ZNpSGEt?GEOHj_?SWxSR^[KEf`TSaCGEAYQoKD?CCFIIPpMaTaaS?_k]ASEePzpJJ`AVTKaginCDn?`OBOHEXUCA]DH_ITdOO{LOgADWGC?QGF}GbOYou_@`u_s_U`p?BbrcoCBeOi_|Kii}I@?i?AVnD[jB??JjOTAjiOH?@SDOE@kIWREcAe]NAiO\QWCVlXEkUHGv?qboGOhAY@GaxAgewL{k?JFYKZEG`{WSE`GCakRxbVgVADQOIIHWK|GRgTQKMO~IM`GW^H}FOXylWUa_@KODoC|ziHcvCI[I`u{\?p@Wi{`{?h\C`GB`Z[?,65,25.399034828255118,32,-48.39903482825512,6.657313039889575,32.179079044723565,-25.521766004833992,1.46875,2,1,103.19016022401343,-104.65891022401343
~?@A?GA?_?I`O`@G?????G@bIaA?D??OQ?????d??OG?O?oO@O_??c???COAO?DG?GYOGMh?GC?@C?O??CS?OP@@AP@@@Ac@??A?C?K@@@g_cSDE?O_C?Oc@??_?OAA@C_c?yBC????@AA?_??G?G?P??WC?IOP??BO?_?SG?EP????GO_???G???AQC@?_AC`_?C???O@?Ao_??g?C?OCG^Cq?a_RE?G?B??G_O???__BGGP?BStAA??C@@??O??CQ?_?@QGOO?WQ??MGD????AL?_?B??GAXe?OGK?`??GO@O??O_?EP??`_E?QCC?W?bA???COG??C@O?AC?ETh???Oc?Gh?KO?OA_@@?G_,66,10.675106069406947,33,-34.6128483211084,5.079926271223122,31.657935370446545,-26.578009099223422,1.8,4,2,4.247553428805172,-6.0475534288051715
~?@B??AOOPCGx?AG?FE_SkA?@?o?PB?????aUMT_DgOoAAOg?CE_`@sG_?B?Swke?gX?gCb{aE?OAa@QQ?Oc?oQ{kC???EA?OAo@HG?_@?CS?Kg?_@?J@@?CFdG?RCG?DCUd?`?QApH__SQQ@G@??P?HgT?GgECACG?OM`O{?_BCo_`?CcW@OkH_aoAWcKSNI??_YpahO?@AE_S_H_f??QbAT@?@KG??xgK??BH???hO`lE_cSOC?qaGJK?pO_cSOY@__?G??O?W?aU?w??S_Bd@CH}G_@_aD?w?A@K@A?C@??ECHOcKAAGg@AQGfOC@G_OoC@AA@EBGO?qOWSBBCcAaOx??GRq?GGACD?A?EL?hU`QS?C__?,67,15.874525818772302,33,-39.75048741413634,6.067392186992626,32.8707631348727,-26.803370947880076,1.696969696969697,3,2,4.652331063222482,-6.349300760192179
~?@CDK_]gOpF??GOjPJMx@O@MWSNoPB_LCLOFeSCI?iKYHBgFAQo?`oG@X@CgGg`{?DOOrBIgAXWWaQPJSg?qTFhzTS?ZW_?osD?f?]IWYX_tO|_c}PN@fECQXE_QJOjO?lQGPG??[?AKcSOD?cGLKrAPPaG?S`LDEavG@gDCABOSJGI?SeSMPKyK?eb_j^RPQ_?NEnP@`C`WW^?AXRFRFU?OICEXSDC?A_ckhhpedKmhsGTAGQAJqA@CgeCHH@ms_A_MLdDgxW?OO?yfOHD_x?IkOV?MTrOTIcIydKazo`GcHOX__GQIw{aCAJgSGUHnX?P@PcCC_@PQGQ_O@wMQtCKITPCFBQGUGO{yGcc`D?}igs_x_aorOQKCbM@@E[O,68,23.430953957857376,34,-48.245601185984924,6.805667166355468,33.569406167113385,-26.763739000757916,1.537313432835821,2,1,111.26238000313765,-112.79969343597347
~?@D@FFvTGBtVYgRTL}AdppGLwliHqkgjQqt}EGj[YkYL~zPO{SF]jCThH{rXfliqC}_?dQ]?|ZtvHJiK?LQChrOsTGEaFKtsutQQPbK]jMIqCGY|jDODkB`FHnvQtLohi?e{pSkM~Pz?SvR\oiQk~wbwaArutjGF||_dx_t_X^praGkXfFc^GocGE^djBfSAWh?W]CUql}W@WEBA`T?H?gsm@bFdRF}TgopbPEwvuM}AUCzx|LnC_\EHpC@?NTppAzA_xtUlQ@\ZmAmTnABsZZvpwhUw[Cresz|QSwPML|wELeClJu@jgy{idjCE\o|FSTm?Wm`rGZWeE??wIWcJPO@`UFa^^ihkRUplhEW^EuR`oelWWw~NnvUlxXB{SSatDkChOjtEOU,69,32.61280058016779,34,-57.36658932893248,6.813295481409376,34.18391984219748,-27.370624360788106,1.4264705882352942,2,1,104.10876287233863,-105.53523346057392
~?@E@?u]PKFSxN^W`yibPbGP^?EGJM@@xglb[hMgkQsL?aKaGx@T@Givh_@Kn\`Dv?nD@kBN@`Qmmci`JY[EuXDrB^?gF`qn?QGaaBtCcY[O?z_ggNQW[cSb@gpdRJAfFY[JxUOTNS@Zjm[DA[[a_ILIaFWpD?RGiIggJ?s?iKlUOB[slR??{`\wgKDLBPR_fb?NKsDQOGSS\Uo\[ZEUSPGLhdG?D[Q\r]?tfo?WKsoVEyV[`OCID~|Q`vj{FdKGtaiUDImE|L_EGOSgNOwsAGKi_skSACClAOx?sUUTh?aER``YEZiD`tBqSzWPWDCZTpVMxzBsSaEU?mWk^ACtwAZJulM~c{\XvS}OPqKBHp{oFJRMhXaYgy}tUOR?bCRYHZTJfo|GqBE`YApoxYLMHQO,70,29.677712733716838,35,-55.37108887079877,7.265794990056521,34.69839583647711,-27.43260084642059,1.4057971014492754,2,1,108.93099592277431,-110.3367930242236
~?@FK^RSdbUeDSGVoLEGkKPSav}HHOLM[RLqELMCFECLBKGKoHIAH[bpt`iDOgqbm`jWE`Qk{A?`@z@E_ZbDA`oCjEovElliQCPM?AE_pGoPkI@_O[_HMhDCrUSeEBw_ZHaya[OVop_iv@B@Va`_?oXTxysS}TA?b?_u?cBDC_@aBoJt?fQOkZvLHGWpA?QyQaAaqaW@PGsTPqdoi__USSbALn|gD?Z@@baSSaiIodYXHAgp[?_BPSRASAaKRQNTC]KhYIgbsy`PoATeSaBFWQO?A@PZ_cgMPWAAoxI|u~ya_bgxtX}?xgICevhb@HHGYSPgCbbnuICbOgG`Oo_M?iQ`i?AYjwBDaaMW_AOq}KGREGaSAGgqiu}IaUGvYKc?pWA_?Q{Qplo@QI[FFg\eGNlJeCC[VfU\]A?,71,27.562889510515422,35,-53.19628924517466,7.720169948339672,35.15556766246653,-27.435397714126857,1.4714285714285715,2,1,113.04895873255813,-114.52038730398671
